payment_id,order_id,payment_date,amount,payment_method,payment_status
2742,2742,2024-12-05,2422.98,paypal,completed
2743,2743,2025-10-12,2303.96,credit_card,completed
2744,2744,2024-10-24,5140.44,credit_card,completed
2745,2745,2026-06-12,5321.01,paypal,completed
2746,2746,2026-03-14,2021.15,paypal,completed
2747,2747,2026-04-29,1017.4,credit_card,completed
2748,2748,2024-11-29,2675.44,credit_card,completed
2749,2749,2025-05-06,161.22,credit_card,failed
2750,2750,2026-05-03,1364.47,paypal,completed
2751,2751,2025-05-02,4449.21,credit_card,completed
2752,2752,2025-06-23,2881.95,paypal,refunded
2753,2753,2026-04-30,3602.49,bank_transfer,completed
2754,2754,2026-01-03,2269.8,credit_card,completed
2755,2755,2024-11-05,2615.57,credit_card,completed
2756,2756,2025-08-01,4523.33,credit_card,completed
2757,2757,2025-07-17,5878.54,credit_card,completed
2758,2758,2024-12-28,2556.12,credit_card,completed
2759,2759,2026-04-16,2602.41,credit_card,completed
2760,2760,2025-01-06,3773.49,paypal,completed
2761,2761,2026-01-09,1067.59,bank_transfer,completed
2762,2762,2025-04-30,6663.0,credit_card,completed
2763,2763,2026-05-28,2279.16,credit_card,completed
2764,2764,2025-09-06,6344.05,credit_card,completed
2765,2765,2025-03-25,3135.87,paypal,completed
2766,2766,2026-04-08,2007.98,bank_transfer,completed
2767,2767,2025-01-25,2454.76,credit_card,completed
2768,2768,2025-05-13,1524.46,paypal,completed
2769,2769,2024-12-07,6080.47,paypal,completed
2770,2770,2025-01-08,2276.99,credit_card,completed
2771,2771,2026-05-19,1544.58,credit_card,completed
2772,2772,2025-10-15,2902.26,paypal,refunded
2773,2773,2025-03-30,1648.41,credit_card,refunded
2774,2774,2025-05-31,3053.4,credit_card,completed
2775,2775,2025-01-10,5660.49,credit_card,completed
2776,2776,2025-05-04,4567.51,credit_card,completed
2777,2777,2024-12-13,2597.65,credit_card,completed
2778,2778,2025-01-30,6275.25,bank_transfer,completed
2779,2779,2026-07-30,3101.23,paypal,completed
2780,2780,2024-10-02,1000.41,credit_card,completed
2781,2781,2024-12-07,4512.42,credit_card,completed
2782,2782,2025-10-06,3342.61,credit_card,completed
2783,2783,2025-11-03,4039.63,credit_card,completed
2784,2784,2026-04-17,456.57,paypal,completed
2785,2785,2024-12-25,695.1,credit_card,completed
2786,2786,2025-02-07,4584.38,paypal,completed
2787,2787,2026-06-14,2163.86,credit_card,completed
2788,2788,2025-04-05,4229.3,credit_card,refunded
2789,2789,2024-08-28,5126.22,credit_card,completed
2790,2790,2026-04-15,2657.56,paypal,completed
2791,2791,2026-02-25,2768.44,credit_card,completed
2792,2792,2026-06-11,5121.32,bank_transfer,completed
2793,2793,2026-03-11,2248.29,paypal,completed
2794,2794,2025-09-15,6079.0,credit_card,completed
2795,2795,2026-05-04,6053.84,credit_card,completed
2796,2796,2024-12-23,3219.84,credit_card,completed
2797,2797,2024-10-11,6254.08,paypal,completed
2798,2798,2025-01-18,2119.8,paypal,completed
2799,2799,2026-05-19,2562.21,bank_transfer,completed
2800,2800,2024-10-24,1242.24,paypal,completed
2801,2801,2026-08-12,727.6,paypal,completed
2802,2802,2025-12-25,4098.48,credit_card,failed
2803,2803,2025-05-30,850.42,paypal,completed
2804,2804,2025-12-31,5201.93,credit_card,completed
2805,2805,2026-02-01,3564.99,paypal,completed
2806,2806,2025-06-23,542.16,credit_card,completed
2807,2807,2025-06-25,7361.55,credit_card,completed
2808,2808,2025-06-11,5067.84,bank_transfer,completed
2809,2809,2026-04-10,3049.94,credit_card,completed
2810,2810,2026-05-29,4410.14,credit_card,completed
2811,2811,2025-01-13,175.17,paypal,completed
2812,2812,2026-02-01,4899.66,credit_card,failed
2813,2813,2025-07-30,926.95,credit_card,completed
2814,2814,2026-01-07,4241.96,bank_transfer,completed
2815,2815,2024-11-21,4178.03,credit_card,completed
2816,2816,2025-11-23,6234.7,credit_card,completed
2817,2817,2025-12-29,1117.16,paypal,completed
2818,2818,2026-01-24,856.93,paypal,completed
2819,2819,2025-08-12,4512.33,bank_transfer,completed
2820,2820,2026-06-01,2426.92,credit_card,completed
2821,2821,2025-10-20,3397.89,credit_card,completed
2822,2822,2025-11-12,3095.86,paypal,failed
2823,2823,2024-09-17,4101.22,credit_card,refunded
2824,2824,2026-07-14,4313.04,credit_card,completed
2825,2825,2025-07-25,2223.33,credit_card,completed
2826,2826,2026-07-21,3894.78,credit_card,completed
2827,2827,2025-10-22,2725.12,credit_card,completed
2828,2828,2024-10-23,835.58,credit_card,completed
2829,2829,2025-06-25,1290.36,credit_card,completed
2830,2830,2026-05-20,5455.34,bank_transfer,completed
2831,2831,2026-01-22,4209.02,paypal,completed
2832,2832,2025-12-17,5445.71,credit_card,completed
2833,2833,2025-03-24,3648.1,paypal,completed
2834,2834,2024-09-24,3549.1,credit_card,completed
2835,2835,2026-06-06,2542.6,bank_transfer,completed
2836,2836,2026-07-18,1810.39,credit_card,completed
2837,2837,2025-11-19,3701.42,credit_card,failed
2838,2838,2025-07-20,936.19,credit_card,completed
2839,2839,2025-08-01,1814.19,credit_card,completed
2840,2840,2025-04-04,7059.61,credit_card,completed
2841,2841,2025-05-14,7886.78,credit_card,failed
2842,2842,2025-11-18,1949.58,credit_card,failed
2843,2843,2026-03-22,2255.46,credit_card,completed
2844,2844,2026-02-01,3597.82,credit_card,completed
2845,2845,2025-05-06,1883.46,credit_card,failed
2846,2846,2025-08-04,2308.92,paypal,completed
2847,2847,2024-11-29,1796.16,paypal,refunded
2848,2848,2026-07-19,2970.87,bank_transfer,completed
2849,2849,2024-08-28,2699.5,credit_card,completed
2850,2850,2025-04-05,1732.81,paypal,completed
2851,2851,2025-05-11,4839.34,credit_card,completed
2852,2852,2025-09-14,3508.04,paypal,completed
2853,2853,2024-09-22,5155.02,credit_card,completed
2854,2854,2025-11-02,5189.66,credit_card,completed
2855,2855,2025-09-28,2556.2,credit_card,completed
2856,2856,2026-03-03,388.54,credit_card,completed
2857,2857,2025-08-10,3919.83,credit_card,completed
2858,2858,2025-03-30,316.74,paypal,completed
2859,2859,2026-07-08,5141.09,credit_card,completed
2860,2860,2024-12-03,6176.35,credit_card,completed
2861,2861,2026-06-20,2372.01,paypal,completed
2862,2862,2026-05-17,2557.22,credit_card,completed
2863,2863,2025-08-16,949.7,credit_card,completed
2864,2864,2024-11-24,3613.55,paypal,completed
2865,2865,2026-06-08,6674.96,paypal,completed
2866,2866,2025-08-16,3017.24,credit_card,completed
2867,2867,2025-06-04,4088.88,paypal,completed
2868,2868,2024-10-07,3729.82,credit_card,failed
2869,2869,2025-06-06,6012.35,bank_transfer,completed
2870,2870,2025-05-27,2325.62,credit_card,completed
2871,2871,2025-02-16,80.22,credit_card,completed
2872,2872,2026-07-16,4608.71,paypal,completed
2873,2873,2025-06-19,2849.04,credit_card,completed
2874,2874,2025-03-27,555.8,credit_card,completed
2875,2875,2025-01-20,4864.58,paypal,completed
2876,2876,2025-05-20,1968.69,credit_card,failed
2877,2877,2025-05-29,3572.91,credit_card,completed
2878,2878,2026-05-31,573.38,credit_card,completed
2879,2879,2025-02-25,5418.2,credit_card,completed
2880,2880,2025-06-06,1048.88,bank_transfer,refunded
2881,2881,2026-04-23,596.7,paypal,completed
2882,2882,2025-05-16,1740.57,credit_card,completed
2883,2883,2025-06-02,1419.4,credit_card,completed
2884,2884,2026-06-10,3119.67,paypal,completed
2885,2885,2025-03-31,8881.97,paypal,completed
2886,2886,2025-09-12,4564.87,paypal,completed
2887,2887,2026-07-17,4981.44,bank_transfer,completed
2888,2888,2025-01-15,1511.58,credit_card,failed
2889,2889,2025-06-06,4401.39,credit_card,completed
2890,2890,2025-05-22,3275.31,paypal,completed
2891,2891,2024-09-07,3434.12,credit_card,completed
2892,2892,2026-06-09,3404.32,credit_card,refunded
2893,2893,2025-02-18,537.9,credit_card,completed
2894,2894,2026-03-29,3764.83,bank_transfer,completed
2895,2895,2024-11-18,3235.8,credit_card,completed
2896,2896,2025-01-15,5303.05,credit_card,completed
2897,2897,2025-06-22,90.61,credit_card,completed
2898,2898,2024-09-13,4181.52,credit_card,completed
2899,2899,2025-05-25,1139.7,credit_card,completed
2900,2900,2024-12-11,908.95,bank_transfer,completed
2901,2901,2025-08-23,423.58,bank_transfer,completed
2902,2902,2025-05-04,2738.9,paypal,completed
2903,2903,2024-11-28,1796.14,credit_card,completed
2904,2904,2025-05-18,956.5,credit_card,failed
2905,2905,2025-03-15,723.46,credit_card,completed
2906,2906,2024-12-02,5046.58,paypal,completed
2907,2907,2024-09-12,650.8,credit_card,completed
2908,2908,2025-01-28,3533.35,bank_transfer,completed
2909,2909,2024-10-07,4132.01,bank_transfer,completed
2910,2910,2026-08-21,4169.77,paypal,completed
2911,2911,2025-03-03,3875.64,credit_card,completed
2912,2912,2024-12-22,5034.47,paypal,completed
2913,2913,2024-10-29,1851.84,credit_card,completed
2914,2914,2025-11-19,1804.37,credit_card,completed
2915,2915,2025-02-20,291.83,paypal,completed
2916,2916,2024-09-18,1672.19,credit_card,completed
2917,2917,2025-06-30,1206.96,credit_card,completed
2918,2918,2026-06-23,3118.21,credit_card,completed
2919,2919,2026-07-06,4168.92,credit_card,completed
2920,2920,2024-11-08,3549.33,paypal,completed
2921,2921,2025-02-12,3138.81,credit_card,completed
2922,2922,2025-10-07,2710.25,credit_card,completed
2923,2923,2026-01-09,7126.11,bank_transfer,completed
2924,2924,2025-01-05,3865.72,credit_card,completed
2925,2925,2025-06-03,3891.66,paypal,completed
2926,2926,2025-06-20,1631.76,credit_card,completed
2927,2927,2024-09-26,2889.43,paypal,completed
2928,2928,2025-04-04,819.44,credit_card,completed
2929,2929,2025-01-03,3134.93,credit_card,completed
2930,2930,2026-04-22,8056.95,paypal,completed
2931,2931,2025-04-10,3675.2,paypal,completed
2932,2932,2026-03-10,164.64,paypal,completed
2933,2933,2024-10-07,28.27,credit_card,completed
2934,2934,2024-12-02,438.01,credit_card,completed
2935,2935,2024-09-13,800.0,paypal,completed
2936,2936,2026-05-28,6905.91,paypal,completed
2937,2937,2024-09-27,1469.35,paypal,completed
2938,2938,2025-06-23,4081.94,bank_transfer,completed
2939,2939,2025-04-28,1934.14,bank_transfer,failed
2940,2940,2026-08-14,3646.72,credit_card,completed
2941,2941,2025-01-21,2530.68,credit_card,completed
2942,2942,2026-04-13,522.52,bank_transfer,completed
2943,2943,2026-02-03,60.62,credit_card,completed
2944,2944,2025-08-03,3503.54,credit_card,completed
2945,2945,2024-12-01,3994.16,paypal,completed
2946,2946,2026-05-25,1099.2,credit_card,completed
2947,2947,2026-01-08,981.4,credit_card,completed
2948,2948,2025-09-23,6231.08,credit_card,completed
2949,2949,2026-04-01,1779.96,credit_card,completed
2950,2950,2025-07-22,1158.57,paypal,completed
2951,2951,2025-05-29,5203.16,credit_card,completed
2952,2952,2025-03-10,682.09,paypal,completed
2953,2953,2025-07-10,2587.87,paypal,completed
2954,2954,2025-05-08,2457.3,paypal,completed
2955,2955,2025-11-06,4116.21,credit_card,failed
2956,2956,2025-09-23,5875.43,credit_card,completed
2957,2957,2025-09-07,2593.49,credit_card,refunded
2958,2958,2024-09-27,3787.21,bank_transfer,completed
2959,2959,2024-11-06,3700.92,bank_transfer,completed
2960,2960,2025-04-28,3163.53,credit_card,completed
2961,2961,2025-03-20,6502.05,credit_card,completed
2962,2962,2025-10-13,6510.1,credit_card,completed
2963,2963,2025-07-17,7735.08,credit_card,refunded
2964,2964,2026-08-05,3061.97,credit_card,completed
2965,2965,2026-07-04,3553.68,credit_card,failed
2966,2966,2025-02-15,4691.61,credit_card,completed
2967,2967,2026-01-16,1012.59,credit_card,failed
2968,2968,2026-04-05,3176.25,credit_card,completed
2969,2969,2025-05-08,2841.02,bank_transfer,completed
2970,2970,2025-01-28,3055.43,credit_card,completed
2971,2971,2026-04-04,902.25,credit_card,failed
2972,2972,2025-03-29,1494.44,credit_card,completed
2973,2973,2025-11-19,5781.93,credit_card,completed
2974,2974,2025-05-26,1352.16,paypal,completed
2975,2975,2025-08-12,749.7,credit_card,completed
2976,2976,2025-09-13,5040.13,bank_transfer,completed
2977,2977,2025-12-01,2591.3,credit_card,completed
2978,2978,2024-10-07,5958.68,credit_card,completed
2979,2979,2026-06-06,905.04,credit_card,completed
2980,2980,2026-06-29,1769.68,credit_card,completed
2981,2981,2025-12-26,2856.18,bank_transfer,completed
2982,2982,2025-07-29,1115.88,credit_card,failed
2983,2983,2024-10-02,1757.77,credit_card,completed
2984,2984,2026-02-09,5621.1,credit_card,completed
2985,2985,2024-10-20,2574.0,credit_card,completed
2986,2986,2026-06-13,1864.27,paypal,completed
2987,2987,2025-04-01,5100.52,credit_card,completed
2988,2988,2025-04-17,8046.66,paypal,failed
2989,2989,2025-07-27,4563.4,paypal,completed
2990,2990,2024-11-29,3249.67,paypal,completed
2991,2991,2024-09-25,388.97,bank_transfer,completed
2992,2992,2025-03-31,1994.98,credit_card,completed
2993,2993,2025-05-27,1566.48,credit_card,completed
2994,2994,2026-07-26,1049.9,credit_card,completed
2995,2995,2025-07-24,5529.8,credit_card,completed
2996,2996,2024-09-23,1674.7,paypal,completed
2997,2997,2026-05-30,1124.49,credit_card,completed
2998,2998,2025-07-05,2019.23,credit_card,completed
2999,2999,2026-07-25,2030.91,credit_card,failed
3000,3000,2025-11-07,5795.39,credit_card,completed
3001,3001,2024-08-31,3498.54,bank_transfer,completed
3002,3002,2025-01-23,2065.14,credit_card,completed
3003,3003,2025-08-17,6568.76,credit_card,completed
3004,3004,2024-10-07,3537.71,credit_card,completed
3005,3005,2025-07-05,1466.85,paypal,completed
3006,3006,2025-12-25,26.75,paypal,completed
3007,3007,2025-08-11,4536.31,credit_card,completed
3008,3008,2024-11-03,3397.58,credit_card,completed
3009,3009,2026-05-06,2377.08,bank_transfer,completed
3010,3010,2025-07-27,3675.2,bank_transfer,completed
3011,3011,2026-08-16,2883.96,paypal,completed
3012,3012,2026-07-31,3327.16,credit_card,completed
3013,3013,2025-04-02,4362.21,paypal,completed
3014,3014,2026-08-13,1788.47,credit_card,completed
3015,3015,2026-05-16,3504.34,bank_transfer,completed
3016,3016,2025-06-22,3887.49,paypal,completed
3017,3017,2025-02-10,2013.89,paypal,completed
3018,3018,2025-03-12,2924.1,bank_transfer,completed
3019,3019,2024-12-30,6731.46,bank_transfer,completed
3020,3020,2025-07-22,1886.01,paypal,completed
3021,3021,2026-04-23,2744.04,credit_card,completed
3022,3022,2025-02-04,755.97,credit_card,completed
3023,3023,2025-01-15,2756.94,credit_card,completed
3024,3024,2025-08-08,2580.93,credit_card,completed
3025,3025,2025-04-19,347.75,credit_card,failed
3026,3026,2025-02-07,3746.19,paypal,completed
3027,3027,2024-12-28,3373.53,credit_card,completed
3028,3028,2024-11-03,6692.38,bank_transfer,completed
3029,3029,2025-10-24,7937.36,bank_transfer,completed
3030,3030,2026-04-01,863.34,credit_card,completed
3031,3031,2025-03-24,3175.05,credit_card,completed
3032,3032,2025-03-10,1414.92,credit_card,completed
3033,3033,2025-07-25,2957.36,credit_card,completed
3034,3034,2026-04-04,1238.48,credit_card,completed
3035,3035,2026-06-12,1430.12,bank_transfer,completed
3036,3036,2024-10-21,2956.82,credit_card,failed
3037,3037,2025-05-09,2388.12,credit_card,failed
3038,3038,2026-05-04,2700.97,credit_card,completed
3039,3039,2026-05-28,5002.64,paypal,completed
3040,3040,2026-06-11,861.75,credit_card,failed
3041,3041,2026-05-06,1716.44,credit_card,failed
3042,3042,2026-03-23,697.28,credit_card,completed
3043,3043,2026-03-04,4184.67,credit_card,completed
3044,3044,2025-11-07,5527.3,bank_transfer,completed
3045,3045,2026-01-24,6093.25,credit_card,completed
3046,3046,2025-11-25,4007.4,paypal,completed
3047,3047,2025-10-29,3654.11,credit_card,completed
3048,3048,2025-04-20,1323.45,credit_card,failed
3049,3049,2025-02-01,7430.7,bank_transfer,completed
3050,3050,2025-02-20,3457.36,paypal,failed
3051,3051,2026-08-06,866.34,credit_card,completed
3052,3052,2026-04-15,3806.41,credit_card,completed
3053,3053,2025-01-04,3826.17,credit_card,completed
3054,3054,2024-10-13,1395.75,paypal,completed
3055,3055,2026-02-14,4247.19,credit_card,completed
3056,3056,2024-10-06,2170.38,credit_card,completed
3057,3057,2026-07-15,5107.95,paypal,failed
3058,3058,2025-03-05,4839.84,paypal,completed
3059,3059,2024-09-26,846.08,credit_card,completed
3060,3060,2024-11-12,1684.1,bank_transfer,completed
3061,3061,2025-05-11,2519.56,credit_card,failed
3062,3062,2025-05-19,3997.06,credit_card,completed
3063,3063,2026-03-29,4799.64,paypal,completed
3064,3064,2026-04-14,3341.57,credit_card,completed
3065,3065,2026-02-23,2934.27,paypal,completed
3066,3066,2026-07-07,3714.48,credit_card,refunded
3067,3067,2025-05-06,6364.76,paypal,completed
3068,3068,2025-05-02,2152.06,paypal,completed
3069,3069,2026-06-15,2297.57,credit_card,failed
3070,3070,2024-11-04,4573.93,credit_card,completed
3071,3071,2025-05-30,1837.26,credit_card,completed
3072,3072,2024-11-19,2817.19,credit_card,completed
3073,3073,2024-10-27,2653.81,paypal,completed
3074,3074,2026-05-02,1215.9,credit_card,failed
3075,3075,2025-03-02,3500.7,paypal,completed
3076,3076,2025-12-16,940.28,credit_card,completed
3077,3077,2025-08-07,1213.55,credit_card,completed
3078,3078,2024-12-01,3303.41,paypal,completed
3079,3079,2025-11-18,1022.95,credit_card,completed
3080,3080,2025-09-10,6077.61,credit_card,completed
3081,3081,2026-05-29,1433.02,credit_card,completed
3082,3082,2025-07-17,3968.88,credit_card,completed
3083,3083,2025-02-21,4333.09,paypal,completed
3084,3084,2026-05-15,1085.64,paypal,completed
3085,3085,2025-08-14,2876.01,paypal,completed
3086,3086,2026-06-16,4114.83,paypal,completed
3087,3087,2026-07-06,5229.03,credit_card,completed
3088,3088,2024-10-04,1374.89,paypal,completed
3089,3089,2025-03-09,2049.14,paypal,completed
3090,3090,2025-04-21,2518.67,credit_card,completed
3091,3091,2026-05-15,4312.37,credit_card,completed
3092,3092,2026-01-11,5815.89,paypal,completed
3093,3093,2026-02-23,5418.45,credit_card,completed
3094,3094,2025-02-11,1895.94,credit_card,completed
3095,3095,2026-05-13,3400.18,credit_card,completed
3096,3096,2025-08-02,5410.49,credit_card,completed
3097,3097,2025-03-07,1471.9,paypal,completed
3098,3098,2025-08-31,858.63,credit_card,completed
3099,3099,2024-11-17,3364.16,credit_card,failed
3100,3100,2026-07-19,81.16,credit_card,completed
3101,3101,2024-12-12,939.13,credit_card,completed
3102,3102,2024-11-25,2482.12,credit_card,completed
3103,3103,2026-07-26,4681.74,credit_card,completed
3104,3104,2026-02-14,799.95,credit_card,completed
3105,3105,2024-11-03,2108.32,paypal,completed
3106,3106,2025-06-17,3835.03,credit_card,completed
3107,3107,2024-11-19,6375.47,credit_card,completed
3108,3108,2025-09-25,61.92,credit_card,completed
3109,3109,2025-12-10,3664.48,paypal,completed
3110,3110,2025-07-24,4106.8,credit_card,failed
3111,3111,2025-12-09,4722.14,paypal,completed
3112,3112,2025-11-19,2248.52,credit_card,completed
3113,3113,2026-05-22,1991.79,paypal,completed
3114,3114,2025-01-10,2875.59,credit_card,completed
3115,3115,2025-08-15,4175.28,bank_transfer,completed
3116,3116,2025-04-07,2078.71,credit_card,completed
3117,3117,2025-10-31,1771.13,credit_card,completed
3118,3118,2026-01-28,5345.61,credit_card,completed
3119,3119,2025-05-13,2745.82,credit_card,completed
3120,3120,2026-04-09,2725.68,credit_card,completed
3121,3121,2025-04-16,10577.35,credit_card,completed
3122,3122,2026-05-19,1651.2,paypal,completed
3123,3123,2025-08-26,542.08,credit_card,failed
3124,3124,2025-01-31,4417.25,credit_card,completed
3125,3125,2025-02-13,3578.63,bank_transfer,completed
3126,3126,2026-01-11,5758.47,credit_card,completed
3127,3127,2026-06-04,3360.37,credit_card,completed
3128,3128,2026-01-30,3080.17,credit_card,completed
3129,3129,2025-05-05,8702.54,credit_card,completed
3130,3130,2026-06-19,4278.53,credit_card,completed
3131,3131,2025-01-26,3523.32,credit_card,completed
3132,3132,2025-03-04,2005.75,credit_card,completed
3133,3133,2024-10-04,5191.57,credit_card,completed
3134,3134,2025-10-23,2453.12,bank_transfer,completed
3135,3135,2026-07-31,3069.39,credit_card,completed
3136,3136,2026-01-04,1672.13,bank_transfer,failed
3137,3137,2025-05-09,3954.64,credit_card,failed
3138,3138,2026-05-14,1677.94,credit_card,completed
3139,3139,2026-04-13,5235.62,credit_card,completed
3140,3140,2024-09-13,2491.31,credit_card,completed
3141,3141,2025-11-29,4102.21,credit_card,completed
3142,3142,2025-10-06,2795.48,credit_card,completed
3143,3143,2024-12-08,912.61,bank_transfer,completed
3144,3144,2025-11-01,5978.37,credit_card,completed
3145,3145,2025-06-23,3139.21,credit_card,failed
3146,3146,2024-09-17,2633.1,credit_card,completed
3147,3147,2025-07-21,1800.11,credit_card,refunded
3148,3148,2025-07-12,1742.98,credit_card,completed
3149,3149,2026-06-16,2680.08,paypal,completed
3150,3150,2025-04-15,1929.42,credit_card,completed
3151,3151,2024-09-11,7026.05,credit_card,completed
3152,3152,2026-02-18,1083.86,credit_card,completed
3153,3153,2026-03-03,370.54,credit_card,completed
3154,3154,2025-10-18,2803.32,credit_card,refunded
3155,3155,2026-02-01,207.84,bank_transfer,completed
3156,3156,2026-01-26,3583.98,credit_card,completed
3157,3157,2025-04-03,2364.56,paypal,completed
3158,3158,2025-03-18,2159.18,credit_card,completed
3159,3159,2025-08-08,1357.45,bank_transfer,completed
3160,3160,2025-02-16,4703.53,paypal,completed
3161,3161,2026-04-17,3267.37,paypal,completed
3162,3162,2025-10-08,3650.79,paypal,failed
3163,3163,2026-07-25,3119.59,credit_card,completed
3164,3164,2026-07-08,4865.26,bank_transfer,completed
3165,3165,2025-02-24,1015.71,credit_card,completed
3166,3166,2025-11-17,3940.02,credit_card,completed
3167,3167,2024-11-05,5071.77,credit_card,failed
3168,3168,2025-07-11,5858.76,credit_card,completed
3169,3169,2025-11-07,5199.16,credit_card,completed
3170,3170,2026-04-01,1095.59,credit_card,failed
3171,3171,2025-01-15,5907.09,credit_card,completed
3172,3172,2025-10-26,2966.57,paypal,completed
3173,3173,2025-04-04,3065.83,bank_transfer,completed
3174,3174,2026-05-17,3815.29,paypal,completed
3175,3175,2024-12-02,6912.85,paypal,refunded
3176,3176,2025-02-02,1209.46,bank_transfer,failed
3177,3177,2026-06-28,1391.97,credit_card,completed
3178,3178,2026-04-25,94.77,credit_card,completed
3179,3179,2025-12-27,151.02,paypal,completed
3180,3180,2026-07-20,3098.94,credit_card,failed
3181,3181,2026-08-13,1222.29,credit_card,completed
3182,3182,2025-09-27,3365.43,bank_transfer,failed
3183,3183,2025-07-14,2267.37,paypal,completed
3184,3184,2025-03-29,3606.17,credit_card,completed
3185,3185,2024-12-14,715.26,credit_card,completed
3186,3186,2026-03-24,4257.52,credit_card,completed
3187,3187,2026-03-17,3186.23,credit_card,failed
3188,3188,2024-09-14,1050.8,paypal,completed
3189,3189,2025-09-09,576.9,credit_card,completed
3190,3190,2025-01-14,4295.27,credit_card,completed
3191,3191,2026-06-29,3827.66,credit_card,completed
3192,3192,2026-06-01,1947.99,paypal,completed
3193,3193,2025-08-18,3608.34,bank_transfer,completed
3194,3194,2024-09-29,564.65,bank_transfer,completed
3195,3195,2025-01-11,3854.18,paypal,completed
3196,3196,2024-11-14,3082.39,paypal,completed
3197,3197,2025-03-21,1681.45,credit_card,completed
3198,3198,2025-10-01,3872.98,credit_card,completed
3199,3199,2025-05-10,889.76,credit_card,completed
3200,3200,2024-12-06,922.62,credit_card,completed
3201,3201,2024-10-04,3828.38,credit_card,completed
3202,3202,2026-07-26,1189.36,paypal,completed
3203,3203,2026-04-11,1957.25,bank_transfer,completed
3204,3204,2026-02-04,2325.54,bank_transfer,completed
3205,3205,2026-04-05,1252.16,credit_card,completed
3206,3206,2025-05-29,2224.29,credit_card,completed
3207,3207,2024-11-15,1654.1,credit_card,completed
3208,3208,2026-07-16,4014.72,credit_card,completed
3209,3209,2024-10-09,3092.79,paypal,completed
3210,3210,2024-09-17,4294.83,credit_card,completed
3211,3211,2025-02-08,2723.97,credit_card,failed
3212,3212,2026-04-28,2195.03,paypal,completed
3213,3213,2025-11-02,1763.16,credit_card,completed
3214,3214,2026-04-18,3955.51,bank_transfer,completed
3215,3215,2024-09-24,1263.5,credit_card,completed
3216,3216,2024-08-25,4401.64,credit_card,completed
3217,3217,2025-10-14,1348.37,paypal,completed
3218,3218,2025-07-08,548.32,credit_card,completed
3219,3219,2025-12-15,1536.7,paypal,completed
3220,3220,2025-10-25,584.64,bank_transfer,completed
3221,3221,2024-10-24,1730.35,credit_card,completed
3222,3222,2024-10-28,6881.7,bank_transfer,completed
3223,3223,2026-08-21,2601.36,bank_transfer,completed
3224,3224,2025-09-02,916.17,credit_card,completed
3225,3225,2026-03-18,4537.42,bank_transfer,completed
3226,3226,2025-03-19,1773.22,credit_card,failed
3227,3227,2024-12-07,3632.06,credit_card,failed
3228,3228,2026-03-12,874.65,credit_card,completed
3229,3229,2025-01-30,1612.68,credit_card,completed
3230,3230,2025-03-28,3223.0,paypal,completed
3231,3231,2026-04-04,4285.13,credit_card,completed
3232,3232,2025-03-07,3737.63,credit_card,completed
3233,3233,2025-10-17,2512.41,credit_card,completed
3234,3234,2025-07-18,5794.2,credit_card,completed
3235,3235,2025-06-14,4920.28,credit_card,completed
3236,3236,2025-12-19,3211.61,credit_card,completed
3237,3237,2024-11-24,3051.01,credit_card,completed
3238,3238,2026-06-23,3324.27,credit_card,completed
3239,3239,2024-09-24,1636.59,paypal,completed
3240,3240,2025-12-03,4569.44,credit_card,completed
3241,3241,2025-05-29,4885.46,credit_card,completed
3242,3242,2026-01-28,5238.72,credit_card,completed
3243,3243,2024-12-31,3146.99,paypal,completed
3244,3244,2024-08-31,2267.91,credit_card,completed
3245,3245,2025-08-08,3104.19,credit_card,completed
3246,3246,2024-10-11,3258.11,paypal,completed
3247,3247,2025-07-05,3122.55,credit_card,completed
3248,3248,2026-03-12,115.65,credit_card,completed
3249,3249,2025-04-28,3365.72,bank_transfer,completed
3250,3250,2025-12-08,2088.04,credit_card,failed
3251,3251,2026-06-03,634.1,paypal,completed
3252,3252,2026-03-19,2676.42,paypal,completed
3253,3253,2026-02-07,6483.39,credit_card,completed
3254,3254,2024-10-24,7050.0,paypal,completed
3255,3255,2025-04-04,1701.24,credit_card,completed
3256,3256,2026-06-23,3093.63,credit_card,completed
3257,3257,2026-03-04,3910.27,paypal,failed
3258,3258,2025-04-22,5378.09,credit_card,completed
3259,3259,2025-09-24,4008.87,credit_card,completed
3260,3260,2025-12-06,1716.86,credit_card,completed
3261,3261,2024-10-17,4171.22,credit_card,completed
3262,3262,2026-01-29,2814.14,paypal,completed
3263,3263,2026-04-08,1528.76,credit_card,completed
3264,3264,2025-07-09,1048.5,bank_transfer,completed
3265,3265,2025-05-12,7500.68,paypal,completed
3266,3266,2024-09-24,2842.12,credit_card,failed
3267,3267,2024-08-29,7788.7,credit_card,completed
3268,3268,2025-02-07,3391.06,bank_transfer,completed
3269,3269,2024-11-10,6057.25,credit_card,completed
3270,3270,2024-09-09,1124.49,credit_card,failed
3271,3271,2026-07-15,4346.72,paypal,completed
3272,3272,2026-07-31,2300.91,paypal,completed
3273,3273,2026-05-10,4161.78,credit_card,completed
3274,3274,2025-03-05,4993.73,credit_card,failed
3275,3275,2025-06-28,6182.81,credit_card,completed
3276,3276,2026-07-10,5632.07,paypal,completed
3277,3277,2025-05-30,4275.95,paypal,completed
3278,3278,2026-02-22,2922.42,credit_card,completed
3279,3279,2026-01-28,1440.05,bank_transfer,completed
3280,3280,2026-08-10,12.43,credit_card,completed
